,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded
0,2020-06-01,2020-06-01,208.55,226.0,207.71,223.08,126363.809
1,2020-06-02,2020-06-02,221.57,226.99,201.83,212.86,232397.897
2,2020-06-03,2020-06-03,212.75,218.88,208.38,217.69,79549.929
3,2020-06-04,2020-06-04,217.75,221.0,211.16,214.68,102416.611
4,2020-06-05,2020-06-05,214.67,219.99,211.6,212.95,72313.559
5,2020-06-06,2020-06-06,212.97,218.31,209.63,214.44,44329.755
6,2020-06-07,2020-06-07,214.66,218.0,208.01,216.31,86864.315
7,2020-06-08,2020-06-08,216.39,220.45,213.41,217.79,52061.222
8,2020-06-09,2020-06-09,217.84,221.94,210.04,215.52,69671.905
9,2020-06-10,2020-06-10,215.53,220.97,212.43,218.15,82571.756
10,2020-06-11,2020-06-11,218.14,220.91,199.0,204.01,162280.798
11,2020-06-12,2020-06-12,204.11,213.82,202.3,211.09,70659.177
12,2020-06-13,2020-06-13,211.03,213.89,208.51,211.56,18734.479
13,2020-06-14,2020-06-14,211.5,214.13,204.15,205.9,33610.065
14,2020-06-15,2020-06-15,205.81,208.37,194.14,203.78,147346.564
15,2020-06-16,2020-06-16,203.78,210.95,202.0,209.06,54493.656
16,2020-06-17,2020-06-17,209.04,211.71,202.59,207.91,47673.834
17,2020-06-18,2020-06-18,207.9,210.52,203.15,206.38,37913.305
18,2020-06-19,2020-06-19,206.44,208.48,202.22,204.78,39039.001
19,2020-06-20,2020-06-20,204.77,207.61,202.0,204.55,27894.242
20,2020-06-21,2020-06-21,204.64,207.99,202.89,203.99,24784.012
21,2020-06-22,2020-06-22,203.99,219.06,203.33,215.64,94744.191
22,2020-06-23,2020-06-23,215.64,218.0,213.32,215.16,57654.114
23,2020-06-24,2020-06-24,215.07,220.84,205.1,208.7,114075.318
24,2020-06-25,2020-06-25,208.52,211.7,202.34,207.27,65117.937
25,2020-06-26,2020-06-26,207.27,208.96,203.06,204.71,52618.027
26,2020-06-27,2020-06-27,204.78,208.17,192.81,197.46,82597.997
27,2020-06-28,2020-06-28,197.4,204.54,194.66,200.6,67817.211
28,2020-06-29,2020-06-29,200.47,205.95,196.58,202.56,66161.947
29,2020-06-30,2020-06-30,202.37,205.35,198.62,200.97,47508.35
30,2020-07-01,2020-07-01,200.99,208.12,199.66,205.58,49973.28
31,2020-07-02,2020-07-02,205.69,207.67,198.71,202.08,70491.51
32,2020-07-03,2020-07-03,201.98,204.53,199.61,200.53,33659.255
33,2020-07-04,2020-07-04,200.19,206.03,199.89,203.67,28039.173
34,2020-07-05,2020-07-05,203.69,205.51,198.08,202.57,37842.251
35,2020-07-06,2020-07-06,202.58,214.76,201.67,213.72,87765.172
36,2020-07-07,2020-07-07,213.63,215.51,208.14,212.62,50500.408
37,2020-07-08,2020-07-08,212.58,221.19,211.28,218.2,104708.687
38,2020-07-09,2020-07-09,217.89,220.0,210.53,214.88,75858.265
39,2020-07-10,2020-07-10,214.72,215.67,209.41,213.7,47592.099
40,2020-07-11,2020-07-11,213.86,214.97,210.57,212.3,24067.297
41,2020-07-12,2020-07-12,212.2,217.0,209.0,214.86,47220.63
42,2020-07-13,2020-07-13,214.98,217.5,209.25,211.59,81539.367
43,2020-07-14,2020-07-14,211.4,213.57,209.02,210.82,52151.919
44,2020-07-15,2020-07-15,210.82,212.45,207.62,208.73,51577.543
45,2020-07-16,2020-07-16,209.01,210.84,202.0,205.12,82515.443
46,2020-07-17,2020-07-17,205.09,206.89,203.31,203.85,34593.041
47,2020-07-18,2020-07-18,203.89,208.4,203.57,206.73,29174.165
48,2020-07-19,2020-07-19,206.91,210.37,204.51,209.16,31630.244
49,2020-07-20,2020-07-20,209.38,210.55,204.92,206.48,43320.41
50,2020-07-21,2020-07-21,206.4,215.75,206.1,214.16,71851.855
51,2020-07-22,2020-07-22,213.51,234.0,210.03,228.13,101764.901
52,2020-07-23,2020-07-23,228.14,242.69,222.51,238.01,172544.305
53,2020-07-24,2020-07-24,238.07,247.99,230.57,240.11,125787.166
54,2020-07-25,2020-07-25,240.3,265.69,240.3,262.66,142054.385
55,2020-07-26,2020-07-26,262.51,276.69,255.61,266.51,205869.424
56,2020-07-27,2020-07-27,266.99,284.34,263.38,274.09,265183.769
57,2020-07-28,2020-07-28,274.05,278.36,258.5,270.88,168778.744
58,2020-07-29,2020-07-29,270.62,277.45,267.0,270.3,103995.998
59,2020-07-30,2020-07-30,270.44,290.39,267.69,282.79,132390.323
60,2020-07-31,2020-07-31,283.03,296.9,277.07,294.65,150279.063
61,2020-08-01,2020-08-01,294.64,334.65,290.61,328.91,210190.195
62,2020-08-02,2020-08-02,329.39,353.45,220.55,316.06,389037.019
63,2020-08-03,2020-08-03,316.0,340.26,311.35,329.02,153522.301
64,2020-08-04,2020-08-04,328.76,343.55,324.67,330.44,119104.343
65,2020-08-05,2020-08-05,330.42,343.99,325.46,338.24,110481.158
66,2020-08-06,2020-08-06,337.91,340.43,329.57,333.14,90002.902
67,2020-08-07,2020-08-07,332.79,338.09,308.0,322.55,154683.972
68,2020-08-08,2020-08-08,322.63,338.28,319.64,336.82,55802.834
69,2020-08-09,2020-08-09,336.87,340.74,326.24,332.01,57402.127
70,2020-08-10,2020-08-10,331.77,340.75,328.0,337.2,111658.419
71,2020-08-11,2020-08-11,337.2,340.43,312.36,323.5,133571.368
72,2020-08-12,2020-08-12,323.23,332.26,312.1,328.9,80779.382
73,2020-08-13,2020-08-13,328.96,365.49,318.56,359.53,172027.924
74,2020-08-14,2020-08-14,359.35,377.41,353.57,371.66,140903.786
75,2020-08-15,2020-08-15,370.89,375.43,354.32,365.36,79911.139
76,2020-08-16,2020-08-16,365.66,370.68,348.06,365.9,88228.447
77,2020-08-17,2020-08-17,365.89,390.0,354.76,364.57,123530.881
78,2020-08-18,2020-08-18,363.21,366.9,348.2,354.14,113346.652
79,2020-08-19,2020-08-19,354.09,358.8,332.52,344.92,158230.519
80,2020-08-20,2020-08-20,344.82,355.69,340.38,351.14,65985.285
81,2020-08-21,2020-08-21,351.13,354.69,327.21,329.76,109087.496
82,2020-08-22,2020-08-22,329.73,338.55,322.74,335.89,71805.227
83,2020-08-23,2020-08-23,335.89,338.43,325.77,331.76,44505.085
84,2020-08-24,2020-08-24,331.81,349.62,328.46,346.11,77930.8
85,2020-08-25,2020-08-25,346.03,348.34,313.29,324.38,132262.875
86,2020-08-26,2020-08-26,324.38,334.42,319.88,326.04,113186.586
87,2020-08-27,2020-08-27,326.03,336.2,315.2,324.73,79421.083
88,2020-08-28,2020-08-28,324.76,336.39,321.88,332.71,58668.308
89,2020-08-29,2020-08-29,332.76,342.42,330.25,335.31,46383.325
90,2020-08-30,2020-08-30,335.78,362.27,335.57,360.1,75183.98
91,2020-08-31,2020-08-31,359.94,370.0,351.99,363.9,91043.762
92,2020-09-01,2020-09-01,364.21,412.06,360.2,399.0,206243.126
93,2020-09-02,2020-09-02,398.65,405.39,349.0,373.31,243139.321
94,2020-09-03,2020-09-03,372.28,383.13,315.0,324.35,287317.696
95,2020-09-04,2020-09-04,323.83,340.0,303.0,326.43,233136.815
96,2020-09-05,2020-09-05,326.51,335.36,262.0,283.51,354016.263
97,2020-09-06,2020-09-06,283.57,305.98,267.18,298.63,187250.138
98,2020-09-07,2020-09-07,298.71,304.4,273.22,299.24,161616.182
99,2020-09-08,2020-09-08,299.59,303.17,277.04,287.18,144645.656
100,2020-09-09,2020-09-09,287.07,306.26,281.4,297.84,107873.073
101,2020-09-10,2020-09-10,297.99,319.0,297.42,311.84,135933.446
102,2020-09-11,2020-09-11,311.91,318.37,301.41,316.13,67256.765
103,2020-09-12,2020-09-12,316.25,329.36,308.68,327.99,62162.936
104,2020-09-13,2020-09-13,327.78,330.94,298.45,309.88,104671.234
105,2020-09-14,2020-09-14,310.25,325.47,301.1,318.35,81728.01
106,2020-09-15,2020-09-15,318.39,323.12,306.13,307.74,75716.636
107,2020-09-16,2020-09-16,307.84,317.35,300.52,309.39,61847.468
108,2020-09-17,2020-09-17,309.54,334.42,308.27,328.99,105711.213
109,2020-09-18,2020-09-18,329.22,332.74,316.49,325.48,61169.757
110,2020-09-19,2020-09-19,325.1,329.32,319.21,325.63,28105.823
111,2020-09-20,2020-09-20,325.6,326.23,308.83,313.67,53734.132
112,2020-09-21,2020-09-21,313.84,319.12,282.38,289.49,152871.232
113,2020-09-22,2020-09-22,289.59,297.53,284.02,294.26,74252.548
114,2020-09-23,2020-09-23,294.31,295.86,269.01,275.31,101025.975
115,2020-09-24,2020-09-24,275.36,302.93,271.95,298.84,99203.672
116,2020-09-25,2020-09-25,298.94,309.47,289.85,302.44,60874.8
117,2020-09-26,2020-09-26,302.45,307.18,298.0,304.21,32204.883
118,2020-09-27,2020-09-27,304.54,312.12,298.41,307.29,39321.111
119,2020-09-28,2020-09-28,307.49,316.92,301.44,303.12,64008.99
120,2020-09-29,2020-09-29,303.12,308.2,300.07,306.67,41681.043
121,2020-09-30,2020-09-30,306.71,309.2,300.44,306.75,32709.414
122,2020-10-01,2020-10-01,307.15,316.0,294.12,300.88,91209.946
123,2020-10-02,2020-10-02,300.8,303.55,285.42,295.18,71177.722
124,2020-10-03,2020-10-03,295.61,301.0,293.47,296.07,27051.869
125,2020-10-04,2020-10-04,295.86,303.55,294.01,300.86,22905.28
126,2020-10-05,2020-10-05,300.81,304.13,297.09,299.97,32648.244
127,2020-10-06,2020-10-06,300.13,301.84,287.1,290.77,64536.938
128,2020-10-07,2020-10-07,290.0,292.59,284.2,290.59,54198.73
129,2020-10-08,2020-10-08,290.61,300.99,284.1,298.02,67798.605
130,2020-10-09,2020-10-09,298.24,312.36,295.13,308.41,57186.009
131,2020-10-10,2020-10-10,308.78,319.63,307.91,312.96,64684.104
132,2020-10-11,2020-10-11,312.13,319.27,310.94,316.09,36691.099
133,2020-10-12,2020-10-12,316.08,335.0,309.11,327.02,102745.63
134,2020-10-13,2020-10-13,326.83,329.68,318.65,324.96,55936.229
135,2020-10-14,2020-10-14,324.9,330.57,317.5,322.85,55423.141
136,2020-10-15,2020-10-15,323.12,326.16,316.0,322.8,45779.515
137,2020-10-16,2020-10-16,322.53,324.96,308.65,312.23,69585.593
138,2020-10-17,2020-10-17,312.27,317.5,310.5,314.72,26971.586
139,2020-10-18,2020-10-18,314.65,324.06,313.73,323.18,28224.13
140,2020-10-19,2020-10-19,322.94,326.24,318.09,322.37,44765.317
141,2020-10-20,2020-10-20,321.98,324.61,309.38,311.86,82885.062
142,2020-10-21,2020-10-21,311.85,339.25,311.18,329.23,131406.077
143,2020-10-22,2020-10-22,329.23,357.0,327.76,350.51,120836.771
144,2020-10-23,2020-10-23,350.29,355.22,337.09,345.42,72237.399
145,2020-10-24,2020-10-24,344.45,352.0,343.0,347.6,31306.481
146,2020-10-25,2020-10-25,347.5,351.99,340.0,343.17,34696.758
147,2020-10-26,2020-10-26,342.59,348.48,323.93,333.08,84133.987
148,2020-10-27,2020-10-27,332.92,348.22,330.52,342.89,60230.526
149,2020-10-28,2020-10-28,342.82,348.0,324.0,330.97,101276.504
150,2020-10-29,2020-10-29,331.01,338.59,325.23,331.84,62184.506
151,2020-10-30,2020-10-30,331.95,336.36,320.0,328.68,70572.464
152,2020-10-31,2020-10-31,328.35,340.0,326.66,331.67,59322.458
153,2020-11-01,2020-11-01,332.53,341.91,330.25,341.43,35432.21
154,2020-11-02,2020-11-02,341.68,347.76,325.0,330.1,84795.061
155,2020-11-03,2020-11-03,329.42,333.56,318.32,330.2,71460.687
156,2020-11-04,2020-11-04,329.91,348.94,322.65,343.49,115368.745
157,2020-11-05,2020-11-05,343.4,356.11,337.23,352.38,125464.242
158,2020-11-06,2020-11-06,352.19,386.22,349.58,383.51,192014.658
159,2020-11-07,2020-11-07,383.57,394.53,342.75,365.53,191915.013
160,2020-11-08,2020-11-08,365.34,387.8,360.02,381.21,91845.342
161,2020-11-09,2020-11-09,380.44,386.65,365.21,375.71,113303.298
162,2020-11-10,2020-11-10,375.85,385.38,371.55,381.78,70029.783
163,2020-11-11,2020-11-11,381.84,405.86,380.53,394.54,132311.457
164,2020-11-12,2020-11-12,393.79,399.73,383.67,392.19,114152.532
165,2020-11-13,2020-11-13,393.42,405.07,387.84,402.92,99366.135
166,2020-11-14,2020-11-14,402.79,404.96,382.08,390.84,79469.317
167,2020-11-15,2020-11-15,390.05,392.54,372.1,378.9,71658.519
168,2020-11-16,2020-11-16,379.72,394.04,376.81,389.79,77562.584
169,2020-11-17,2020-11-17,388.44,409.97,388.0,407.43,142281.302
170,2020-11-18,2020-11-18,407.51,417.24,385.0,404.76,195785.408
171,2020-11-19,2020-11-19,404.75,407.16,393.25,398.64,74095.761
172,2020-11-20,2020-11-20,397.85,435.08,397.12,430.02,197634.757
173,2020-11-21,2020-11-21,429.99,466.11,424.01,465.46,168755.309
174,2020-11-22,2020-11-22,464.92,491.32,428.0,473.56,256221.569
175,2020-11-23,2020-11-23,471.51,517.66,462.57,515.77,270239.602
176,2020-11-24,2020-11-24,513.91,526.79,495.0,508.51,240069.795
177,2020-11-25,2020-11-25,508.86,511.7,465.11,480.02,171548.206
178,2020-11-26,2020-11-26,477.78,485.94,337.2,438.62,505169.303
179,2020-11-27,2020-11-27,436.68,447.7,413.54,435.23,131827.116
180,2020-11-28,2020-11-28,433.73,460.94,424.02,451.83,118738.283
181,2020-11-29,2020-11-29,451.76,483.87,443.71,483.3,103412.512
182,2020-11-30,2020-11-30,481.58,515.25,476.32,515.02,214325.921
183,2020-12-01,2020-12-01,514.93,533.72,466.0,485.88,338099.22
184,2020-12-02,2020-12-02,486.85,503.22,477.26,493.47,111154.717
185,2020-12-03,2020-12-03,493.57,513.84,483.88,507.41,106828.254
186,2020-12-04,2020-12-04,507.3,511.39,466.0,468.93,137435.3
187,2020-12-05,2020-12-05,468.88,494.62,463.05,494.34,62724.021
188,2020-12-06,2020-12-06,492.79,502.54,481.52,496.42,68847.335
189,2020-12-07,2020-12-07,496.27,499.85,482.94,488.53,53363.986
190,2020-12-08,2020-12-08,488.38,492.49,453.13,459.84,99400.481
191,2020-12-09,2020-12-09,458.09,482.38,436.88,476.4,148238.69
192,2020-12-10,2020-12-10,476.16,477.93,451.6,459.82,74832.791
193,2020-12-11,2020-12-11,461.86,470.0,441.25,450.79,108060.698
194,2020-12-12,2020-12-12,449.72,474.8,448.32,469.45,53900.569
195,2020-12-13,2020-12-13,470.53,490.7,465.57,487.0,74730.165
196,2020-12-14,2020-12-14,486.27,487.76,473.59,483.63,63841.743
197,2020-12-15,2020-12-15,482.36,490.92,476.15,485.75,59836.336
198,2020-12-16,2020-12-16,484.69,525.0,478.0,524.0,162176.239
199,2020-12-17,2020-12-17,523.95,553.0,506.59,522.84,278605.704
200,2020-12-18,2020-12-18,523.99,544.0,512.46,533.59,61381.977
201,2020-12-19,2020-12-19,533.51,547.7,526.71,538.04,77502.674
202,2020-12-20,2020-12-20,537.97,540.95,499.89,523.78,104701.302
203,2020-12-21,2020-12-21,520.66,532.65,490.0,498.11,149492.449
204,2020-12-22,2020-12-22,497.34,524.0,481.68,523.34,109216.296
205,2020-12-23,2020-12-23,521.53,524.34,451.32,480.72,157402.313
206,2020-12-24,2020-12-24,480.72,507.06,464.24,503.83,97280.81
207,2020-12-25,2020-12-25,502.25,520.4,495.13,513.42,96485.816
208,2020-12-26,2020-12-26,512.96,535.0,504.33,521.7,141091.872
209,2020-12-27,2020-12-27,521.66,583.7,509.37,557.0,281360.234
210,2020-12-28,2020-12-28,556.94,612.97,552.86,596.63,246329.929
211,2020-12-29,2020-12-29,596.61,606.06,562.53,597.25,151525.534
212,2020-12-30,2020-12-30,597.1,617.29,584.88,612.12,154638.418
213,2020-12-31,2020-12-31,611.79,614.58,589.0,603.38,119863.599
214,2021-01-01,2021-01-01,602.3,613.0,586.49,598.6,91318.612
215,2021-01-02,2021-01-02,598.48,640.04,554.8,623.61,252673.842
216,2021-01-03,2021-01-03,623.99,817.0,599.38,759.24,470360.677
217,2021-01-04,2021-01-04,776.86,954.99,607.3,847.61,705977.611
218,2021-01-05,2021-01-05,847.64,925.0,794.52,895.5,497795.938
219,2021-01-06,2021-01-06,895.5,987.0,860.36,980.88,445160.441
220,2021-01-07,2021-01-07,980.49,1051.11,920.85,997.38,473226.506
221,2021-01-08,2021-01-08,992.66,1040.0,865.0,989.81,464152.813
222,2021-01-09,2021-01-09,990.15,1010.53,953.53,996.99,117297.082
